modules/board\lang\lang.xml,about_use_anonymous,"Make this board into an anonymous board by hiding the author's information. <strong>Please turn off history at additional setup. If not, editing document might show the author's info.</strong>",
modules/board\lang\lang.xml,about_board,This module is for creating and managing boards.,
modules/board\lang\lang.xml,about_consultation,Non-administrator members would see their own articles. Non-members would not be able to write articles when using consultation.,
modules/board\lang\lang.xml,about_secret,Users will be able to write secret articles or comments.,
modules/board\lang\lang.xml,about_admin_mail,"A mail will be sent when an article or comment is submitted. Multiple mails can be sent with commas(,).",
modules/board\lang\lang.xml,about_list_config,"If using list-style skin, you may arrange items to display. However, this feature might not be availble for non-official skins. If you double-click target items and display items, then you can add / remove them",
modules/board\lang\lang.xml,about_use_status,Please select status that can be selected when write article.,
modules/board\lang\lang.xml,msg_not_enough_point,Your point is not enough to write an article in this board.,
modules/board\lang\lang.xml,write_comment,Write a comment,
modules/board\lang\lang.xml,msg_not_allow_comment,This article does not allow write comment.,
modules/board\lang\lang.xml,no_board_instance,There is no board created.,
modules/board\lang\lang.xml,choose_board_instance,Please choose one or more board instance.,
modules/board\lang\lang.xml,comment_status,Comments,
modules/board\lang\lang.xml,category_settings,Category settings,
modules/board\lang\lang.xml,hide_category,Hide categories,
modules/board\lang\lang.xml,about_hide_category,You can disable a category feature.,
modules/board\lang\lang.xml,search_attachments,Search other attachments by name,
modules/comment\lang\lang.xml,cmd_comment_do,I want to,
modules/comment\lang\lang.xml,comment_list,Comments List,
modules/comment\lang\lang.xml,cmd_toggle_checked_comment,Invert Selection,
modules/comment\lang\lang.xml,cmd_delete_checked_comment,Delete selected item,
modules/comment\lang\lang.xml,trash,Recycle Bin,
modules/comment\lang\lang.xml,cmd_trash,Move to Recycle Bin,
modules/comment\lang\lang.xml,about_comment_count,"Display comments and if the number of them is over a specified number, move to the comment list.",
modules/comment\lang\lang.xml,msg_cart_is_null,Please select a document to delete.,
modules/comment\lang\lang.xml,msg_checked_comment_is_deleted,%d comment(s) is(are) successfully deleted.,
modules/comment\lang\lang.xml,no_text_comment,No text in this comment.,
modules/comment\lang\lang.xml,comment_manager,Manage Selected Comment,
modules/comment\lang\lang.xml,selected_comment,Selected Comment,
modules/comment\lang\lang.xml,cmd_comment_validation,Use comment validation,
modules/comment\lang\lang.xml,about_comment_validation,"If you want to use comment validation before displaying on your module frontend select USE, otherwise select NOT USE.",
modules/comment\lang\lang.xml,published,Publish status,
modules/comment\lang\lang.xml,cmd_publish,Publish,
modules/comment\lang\lang.xml,cmd_unpublish,Unpublish,
modules/comment\lang\lang.xml,select_module,Select Module,
modules/comment\lang\lang.xml,page,Page,
modules/comment\lang\lang.xml,quote,Quote,
modules/communication\lang\lang.xml,communication,Communication,
modules/communication\lang\lang.xml,about_communication,"This module is used for communication between members, such as exchanging messages or managing friends.",
modules/communication\lang\lang.xml,allow_message,Receive Messages,
modules/communication\lang\lang.xml,readed_date,Read Date,
modules/communication\lang\lang.xml,sender,From,
modules/communication\lang\lang.xml,receiver,To,
modules/communication\lang\lang.xml,friend_group,Friend Group,
modules/communication\lang\lang.xml,default_friend_group,Unassigned Group,
modules/communication\lang\lang.xml,cmd_send_message,Send Message,
modules/communication\lang\lang.xml,cmd_reply_message,Reply Message,
modules/communication\lang\lang.xml,cmd_view_friend,Friends,
modules/communication\lang\lang.xml,cmd_add_friend,Add Friend,
modules/communication\lang\lang.xml,cmd_view_message_box,Message Box,
modules/communication\lang\lang.xml,cmd_store,Save,
modules/communication\lang\lang.xml,cmd_add_friend_group,Add Friend Group,
modules/communication\lang\lang.xml,cmd_rename_friend_group,Modify Friend Group Name,
modules/communication\lang\lang.xml,msg_no_message,There is no message.,
modules/communication\lang\lang.xml,msg_cannot_send_to_yourself,Cannot send a message to yourself.,
modules/communication\lang\lang.xml,message_received,You have a new message.,
modules/communication\lang\lang.xml,msg_title_is_null,Please enter the title of message.,
modules/communication\lang\lang.xml,msg_content_is_null,Please enter the content.,
modules/communication\lang\lang.xml,msg_allow_message_to_friend,Failed to send a message because the recipient accepts messages from friends only.,
modules/communication\lang\lang.xml,msg_disallow_message,Failed to send a message because the recipient blocked receiving messages.,
modules/communication\lang\lang.xml,about_allow_message,You can set whether to receive messages or not.,
modules/communication\lang\lang.xml,message_notice,"Send a message to the author about this. If you don't write a message, it is not sent.",
modules/counter\lang\lang.xml,counter,Counter,
modules/counter\lang\lang.xml,cmd_select_date,Select Date,
modules/counter\lang\lang.xml,total_counter,Total Status,
modules/counter\lang\lang.xml,selected_day_counter,Status of the selected day,
modules/counter\lang\lang.xml,unique_visitor,Visitors,
modules/counter\lang\lang.xml,pageview,Pageview,
modules/counter\lang\lang.xml,today,today,
modules/counter\lang\lang.xml,yesterday,yesterday,
modules/document\lang\lang.xml,document_list,Documents List,
modules/document\lang\lang.xml,thumbnail_type,Thumbnail Type,
modules/document\lang\lang.xml,thumbnail_crop,Crop (to a specific size),
modules/document\lang\lang.xml,thumbnail_ratio,Ratio (keep the aspect ratio of the original image),
modules/document\lang\lang.xml,cmd_delete_all_thumbnail,Delete all thumbnails,
modules/document\lang\lang.xml,title_bold,Bold,
modules/document\lang\lang.xml,title_color,Color,
modules/document\lang\lang.xml,new_document_count,New documents,
modules/document\lang\lang.xml,parent_category_title,Parent Category,
modules/document\lang\lang.xml,category_title,Category,
modules/document\lang\lang.xml,category_color,Category Font Color,
modules/document\lang\lang.xml,expand,Expand,
modules/document\lang\lang.xml,is_featured,Show in home,
modules/document\lang\lang.xml,category_group_srls,Accessable Group,
modules/document\lang\lang.xml,cmd_make_child,Add Child Category,
modules/document\lang\lang.xml,cmd_enable_move_category,Change category position (Select a category and drag it to the position you want.),
modules/document\lang\lang.xml,about_category_title,Please enter a category name.,
modules/document\lang\lang.xml,about_expand,"Select this option, and they will stay expanded.",
modules/document\lang\lang.xml,about_is_featured,Show category in home menu?,
modules/document\lang\lang.xml,about_category_group_srls,Only the selected group will be able to use this category.,
modules/document\lang\lang.xml,about_category_color,You can set the font color of the category. e.g.) red or #ff0000,
modules/document\lang\lang.xml,cmd_search_next,Search Next,
modules/document\lang\lang.xml,cmd_temp_save,Temporary Save,
modules/document\lang\lang.xml,cmd_toggle_checked_document,Invert Selection,
modules/document\lang\lang.xml,cmd_delete_checked_document,Delete selected,
modules/document\lang\lang.xml,cmd_document_do,I want to,
modules/document\lang\lang.xml,msg_cart_is_null,Please select the documents you want to delete.,
modules/document\lang\lang.xml,msg_category_not_moved,Could not be moved,
modules/document\lang\lang.xml,msg_is_secret,This is a secret article.,
modules/document\lang\lang.xml,msg_checked_document_is_deleted,%d document(s) was(were) deleted.,
modules/document\lang\lang.xml,move_target_module,Target module ,
modules/document\lang\lang.xml,alias,Alias,
modules/document\lang\lang.xml,history,History,
modules/document\lang\lang.xml,about_use_history,You can set whether to use History which allows you to restore an updated article to the previous version.,
modules/document\lang\lang.xml,trace_only,Trace only,
modules/document\lang\lang.xml,cmd_trash,Recycle Bin,
modules/document\lang\lang.xml,cmd_restore,Restore,
modules/document\lang\lang.xml,cmd_restore_all,Restore All,
modules/document\lang\lang.xml,in_trash,Recycle Bin,
modules/document\lang\lang.xml,trash_nick_name,Deleted by,
modules/document\lang\lang.xml,trash_date,Deleted date,
modules/document\lang\lang.xml,trash_description,Description,
modules/document\lang\lang.xml,success_trashed,Successfully moved to Recycle Bin.,
modules/document\lang\lang.xml,msg_not_selected_document,There are no selected documents.,
modules/document\lang\lang.xml,status,Status,
modules/document\lang\lang.xml,document_manager,Manage selected documents,
modules/document\lang\lang.xml,selected_document,Selected documents,
modules/document\lang\lang.xml,selected_document_move,You can move or copy the selected documents to the following position.,
modules/document\lang\lang.xml,select_module,Select a module.,
modules/document\lang\lang.xml,select_module_id,Select a module ID.,
modules/document\lang\lang.xml,select_category,Select a category.,
modules/document\lang\lang.xml,category_description,Category Description,
modules/document\lang\lang.xml,no_title_document,No title in this document.,
modules/editor\lang\lang.xml,editor_preview,Editor Preview,
modules/editor\lang\lang.xml,editor_component,Editor Component,
modules/editor\lang\lang.xml,main_editor,Main editor,
modules/editor\lang\lang.xml,comment_editor,Comment editor,
modules/editor\lang\lang.xml,editor_option,Editor Option,
modules/editor\lang\lang.xml,editor_option_main,Main editor,
modules/editor\lang\lang.xml,editor_option_comment,Comments editor,
modules/editor\lang\lang.xml,editor_option_body,HTML body styles,
modules/editor\lang\lang.xml,guide_choose_main_editor,Choose the main editor.,
modules/editor\lang\lang.xml,guide_set_height_main_editor,Set height of the main editor.,
modules/editor\lang\lang.xml,guide_choose_comment_editor,Choose the comment editor.,
modules/editor\lang\lang.xml,guide_set_height_comment_editor,Set height of the comment editor.,
modules/editor\lang\lang.xml,guide_choose_text_formatting,Choose the body format.,
modules/editor\lang\lang.xml,guide_choose_font_body,Choose the body font.,
modules/editor\lang\lang.xml,guide_choose_font_size_body,Choose the font size of body.,
modules/editor\lang\lang.xml,font_preview,"The quick brown fox jumps over the lazy dog.
いろはにほへと / ちりぬるを / わかよたれそ / つねならむ / うゐのおくやま / けふこえて / あさきゆめみし / ゑひもせす
키스의 고유 조건은 입술끼리 만나야 하고 특별한 기술은 필요치 않다.",
modules/editor\lang\lang.xml,msg_avail_easy_update,There is new version for this item.,
modules/editor\lang\lang.xml,msg_do_you_like_update,Would you like to update?,
